PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	header	virus	country	ID	info	date	division	city	location	label
BetaCoV/Berlin/ChVir1964/2020	-24.5778027584291	7.02543407466361	-11.0572867200534	0.302968773730457	2.58114530415848	-0.642198182924699	0.0524115872006183	-1.55055629590366	0.709162069750009	0.251076376476501	BetaCoV/Berlin/ChVir1964/2020	BetaCoV	Germany	ChVir1964	2020	2020-03-07	Berlin	Berlin	Berlin	BetaCoV/Berlin/ChVir1964/2020
BetaCoV/Berlin/ChVir1968/2020	7.65695725866184	-0.433894425967975	-0.465254398212511	-1.77668609309563	0.450285608470908	-0.0618964303205721	0.00101572835047869	-0.0540356864539284	-0.296104622568544	-0.275826218099241	BetaCoV/Berlin/ChVir1968/2020	BetaCoV	Germany	ChVir1968	2020	2020-03-08	Berlin	Berlin	Berlin	BetaCoV/Berlin/ChVir1968/2020
BetaCoV/Berlin/ChVir1970/2020	-129.309782507997	0.557031011840994	-15.0258364406101	-19.3788183290132	30.5280305656944	-13.8526595946123	87.0759403839996	-158.136186276807	-62.78037045977	5.58258496024856	BetaCoV/Berlin/ChVir1970/2020	BetaCoV	Germany	ChVir1970	2020	2020-03-08	Berlin	Berlin	Berlin	BetaCoV/Berlin/ChVir1970/2020
BetaCoV/Berlin/ChVir2192-200401/2020	7.16483491475815	1.35044853973299	1.12639694895906	-1.7458398355246	0.540383931322637	0.964416587761614	0.0398189598448414	-0.877614853935579	-0.261644968128357	0.498957273431368	BetaCoV/Berlin/ChVir2192-200401/2020	BetaCoV	Germany	ChVir2192-200401	2020	2020-03-05	Berlin	Berlin	Berlin	BetaCoV/Berlin/ChVir2192-200401/2020
BetaCoV/Berlin/ChVir2192-MD572006634/2020	7.16483491475815	1.35044853973299	1.12639694895906	-1.7458398355246	0.540383931322637	0.964416587761614	0.0398189598448414	-0.877614853935579	-0.261644968128357	0.498957273431368	BetaCoV/Berlin/ChVir2192-MD572006634/2020	BetaCoV	Germany	ChVir2192-MD572006634	2020	2020-03-05	Berlin	Berlin	Berlin	BetaCoV/Berlin/ChVir2192-MD572006634/2020
BetaCoV/Berlin/ChVir2192/2020	2.45794291516379	2.35908213898058	0.10315294720591	-2.11365700904715	2.48072275048241	1.36974070574302	1.16316267430066	-2.25165348642078	-1.31535553171589	-0.0469596684761732	BetaCoV/Berlin/ChVir2192/2020	BetaCoV	Germany	ChVir2192	2020	2020-03-05	Berlin	Berlin	Berlin	BetaCoV/Berlin/ChVir2192/2020
BetaCoV/Berlin/MD572006377/2020	7.65695725866184	-0.433894425967975	-0.465254398212511	-1.77668609309563	0.450285608470908	-0.0618964303205721	0.00101572835047869	-0.0540356864539284	-0.296104622568544	-0.275826218099241	BetaCoV/Berlin/MD572006377/2020	BetaCoV	Germany	MD572006377	2020	2020-03-05	Berlin	Berlin	Berlin	BetaCoV/Berlin/MD572006377/2020
BetaCoV/Berlin/MD572006599/2020	6.60229242290521	-0.221962001950089	-1.49314708191613	-1.48154758664008	-0.298008470048755	-0.906432802295824	-0.561327923952619	-1.46241421082624	0.908121338998857	-1.16679577126033	BetaCoV/Berlin/MD572006599/2020	BetaCoV	Germany	MD572006599	2020	2020-03-06	Berlin	Berlin	Berlin	BetaCoV/Berlin/MD572006599/2020
BetaCoV/Berlin/MD572006634/2020	3.56189802726776	1.30388992766209	-0.121565054896768	-1.75904353800191	1.60159999539174	1.56452263701391	1.46714025889247	-0.864589506142211	0.15286047493814	1.86521953155247	BetaCoV/Berlin/MD572006634/2020	BetaCoV	Germany	MD572006634	2020	2020-03-06	Berlin	Berlin	Berlin	BetaCoV/Berlin/MD572006634/2020
BetaCoV/Berlin/MD572006901/2020	7.65695725866184	-0.433894425967975	-0.465254398212511	-1.77668609309563	0.450285608470908	-0.0618964303205721	0.00101572835047869	-0.0540356864539284	-0.296104622568544	-0.275826218099241	BetaCoV/Berlin/MD572006901/2020	BetaCoV	Germany	MD572006901	2020	2020-03-06	Berlin	Berlin	Berlin	BetaCoV/Berlin/MD572006901/2020
BetaCoV/Berlin/MD572006901a/2020	7.65695725866184	-0.433894425967975	-0.465254398212511	-1.77668609309563	0.450285608470908	-0.0618964303205721	0.00101572835047869	-0.0540356864539284	-0.296104622568544	-0.275826218099241	BetaCoV/Berlin/MD572006901a/2020	BetaCoV	Germany	MD572006901a	2020	2020-03-06	Berlin	Berlin	Berlin	BetaCoV/Berlin/MD572006901a/2020
BetaCoV/Berlin/MD572007047/2020	7.65695725866184	-0.433894425967975	-0.465254398212511	-1.77668609309563	0.450285608470908	-0.0618964303205721	0.00101572835047869	-0.0540356864539284	-0.296104622568544	-0.275826218099241	BetaCoV/Berlin/MD572007047/2020	BetaCoV	Germany	MD572007047	2020	2020-03-06	Berlin	Berlin	Berlin	BetaCoV/Berlin/MD572007047/2020
BetaCoV/Berlin/MD572007047a/2020	7.65695725866184	-0.433894425967975	-0.465254398212511	-1.77668609309563	0.450285608470908	-0.0618964303205721	0.00101572835047869	-0.0540356864539284	-0.296104622568544	-0.275826218099241	BetaCoV/Berlin/MD572007047a/2020	BetaCoV	Germany	MD572007047a	2020	2020-03-06	Berlin	Berlin	Berlin	BetaCoV/Berlin/MD572007047a/2020
BetaCoV/Berlin/MD572007093/2020	-4.34447354160481	-0.88440071857863	-0.694547799832261	-2.29707168951962	-0.147733988963711	-2.15219618042846	0.623683013155128	-0.621675458643151	2.06217169087919	-1.73202471226074	BetaCoV/Berlin/MD572007093/2020	BetaCoV	Germany	MD572007093	2020	2020-03-07	Berlin	Berlin	Berlin	BetaCoV/Berlin/MD572007093/2020
BetaCoV/Berlin/MD572007095/2020	5.94142979589002	0.29430271918107	-0.0669970258585058	-1.9305732297026	0.430743615721856	-0.123452627674702	0.529720164133469	-0.275186407660521	-0.284859807405798	-0.508582281105518	BetaCoV/Berlin/MD572007095/2020	BetaCoV	Germany	MD572007095	2020	2020-03-07	Berlin	Berlin	Berlin	BetaCoV/Berlin/MD572007095/2020
BetaCoV/Berlin/MD572007095a/2020	7.65695725866184	-0.433894425967975	-0.465254398212511	-1.77668609309563	0.450285608470908	-0.0618964303205721	0.00101572835047869	-0.0540356864539284	-0.296104622568544	-0.275826218099241	BetaCoV/Berlin/MD572007095a/2020	BetaCoV	Germany	MD572007095a	2020	2020-03-07	Berlin	Berlin	Berlin	BetaCoV/Berlin/MD572007095a/2020
BetaCoV/Berlin/MD572007101/2020	7.65695725866184	-0.433894425967975	-0.465254398212511	-1.77668609309563	0.450285608470908	-0.0618964303205721	0.00101572835047869	-0.0540356864539284	-0.296104622568544	-0.275826218099241	BetaCoV/Berlin/MD572007101/2020	BetaCoV	Germany	MD572007101	2020	2020-03-07	Berlin	Berlin	Berlin	BetaCoV/Berlin/MD572007101/2020
BetaCoV/Berlin/MD572007101a/2020	7.65695725866184	-0.433894425967975	-0.465254398212511	-1.77668609309563	0.450285608470908	-0.0618964303205721	0.00101572835047869	-0.0540356864539284	-0.296104622568544	-0.275826218099241	BetaCoV/Berlin/MD572007101a/2020	BetaCoV	Germany	MD572007101a	2020	2020-03-07	Berlin	Berlin	Berlin	BetaCoV/Berlin/MD572007101a/2020
BetaCoV/Berlin/MD572007356/2020	7.65695725866184	-0.433894425967975	-0.465254398212511	-1.77668609309563	0.450285608470908	-0.0618964303205721	0.00101572835047869	-0.0540356864539284	-0.296104622568544	-0.275826218099241	BetaCoV/Berlin/MD572007356/2020	BetaCoV	Germany	MD572007356	2020	2020-03-07	Berlin	Berlin	Berlin	BetaCoV/Berlin/MD572007356/2020
BetaCoV/Berlin/MD572007356a/2020	7.65695725866184	-0.433894425967975	-0.465254398212511	-1.77668609309563	0.450285608470908	-0.0618964303205721	0.00101572835047869	-0.0540356864539284	-0.296104622568544	-0.275826218099241	BetaCoV/Berlin/MD572007356a/2020	BetaCoV	Germany	MD572007356a	2020	2020-03-07	Berlin	Berlin	Berlin	BetaCoV/Berlin/MD572007356a/2020
BetaCoV/Berlin/MD572013107/2020	-65.7826757494952	5.19730786661934	-7.83798575553786	-21.0022623518565	13.7206329546583	7.19486790890987	-11.5855238896362	5.81925422612977	15.883057023425	1.83269994178188	BetaCoV/Berlin/MD572013107/2020	BetaCoV	Germany	MD572013107	2020	2020-03-15	Berlin	Berlin	Berlin	BetaCoV/Berlin/MD572013107/2020
BetaCoV/Berlin/MD572014109/2020	5.74874679821274	-0.403005196300747	-0.62564788911399	-2.50094391063385	0.343287826169553	-0.0239193518566407	0.332294646061727	0.263658865596266	-0.303762382726402	-0.304752970719574	BetaCoV/Berlin/MD572014109/2020	BetaCoV	Germany	MD572014109	2020	2020-03-16	Berlin	Berlin	Berlin	BetaCoV/Berlin/MD572014109/2020
BetaCoV/Bremerhaven/ChVir2027/2020	7.12523230450856	-0.734745613354296	-0.532782536263269	-1.78228856161423	1.51799601502525	-0.465520549146724	-1.01754324514655	-0.523521158512619	-0.368172794430796	-1.21861216917264	BetaCoV/Bremerhaven/ChVir2027/2020	BetaCoV	Germany	ChVir2027	2020	2020-03-11	Bremen	Bremerhaven	Bremen	BetaCoV/Bremerhaven/ChVir2027/2020
BetaCoV/Bremerhaven/ChVir2097/2020	-67.8708017303459	6.38821279441304	-10.5946064388021	-11.7417328113964	17.6241573747956	-10.5894249326294	-2.70832955855969	-39.2356247375602	-0.650857651904416	5.79256911402091	BetaCoV/Bremerhaven/ChVir2097/2020	BetaCoV	Germany	ChVir2097	2020	2020-03-11	Bremen	Bremerhaven	Bremen	BetaCoV/Bremerhaven/ChVir2097/2020
BetaCoV/Bremerhaven/ChVir2101/2020	5.02999057436228	-0.229532473066397	-3.52091905341283	-1.47501412966725	-0.531702953344086	0.17920220230354	1.20677703894784	-1.3874175992393	-1.41056533598481	-1.28968110811511	BetaCoV/Bremerhaven/ChVir2101/2020	BetaCoV	Germany	ChVir2101	2020	2020-03-11	Bremen	Bremerhaven	Bremen	BetaCoV/Bremerhaven/ChVir2101/2020
BetaCoV/Duesseldorf/ChVir1601/2020	7.63468216199169	0.209243913486009	1.0761539780003	0.297945570933538	0.0590025598867133	-0.0420591714711843	0.0789876800324998	-1.29550054208021	0.373527398753428	1.1184165610304	BetaCoV/Duesseldorf/ChVir1601/2020	BetaCoV	Germany	ChVir1601	2020	2020-02-26	Nordrhein-Westfalen	Duesseldorf	Nordrhein-Westfalen	BetaCoV/Duesseldorf/ChVir1601/2020
BetaCoV/Ettlingen/ChVir1969/2020	7.65695725866184	-0.433894425967975	-0.465254398212511	-1.77668609309563	0.450285608470908	-0.0618964303205721	0.00101572835047869	-0.0540356864539284	-0.296104622568544	-0.275826218099241	BetaCoV/Ettlingen/ChVir1969/2020	BetaCoV	Germany	ChVir1969	2020	2020-03-08	Baden-Wuerttemberg	Ettlingen	Baden-Wuerttemberg	BetaCoV/Ettlingen/ChVir1969/2020
BetaCoV/Flensburg/ChVir3052/2020	7.71451254353563	-0.626963169355361	-1.62852839228468	-2.31676203232292	0.580304818870652	-0.481723716043902	-0.255713311638245	0.508688705084176	-0.237566807958458	-1.270787130835	BetaCoV/Flensburg/ChVir3052/2020	BetaCoV	Germany	ChVir3052	2020	2020-03-20	Schleswig-Holstein	Flensburg	Schleswig-Holstein	BetaCoV/Flensburg/ChVir3052/2020
BetaCoV/Germany/2012320/2020	7.87004502348736	-0.897432120615105	-0.476698116103311	-1.61197532705229	1.07395533209089	0.817190849547693	0.12854087865537	0.112795824309557	-0.266951165683921	0.17409706337357	BetaCoV/Germany/2012320/2020	BetaCoV	Germany	2012320	2020	2020-03-14	unknown	unknown	Germany	BetaCoV/Germany/2012320/2020
BetaCoV/Germany/CSpecVir3185/2020	6.68294519460784	0.334567686101229	0.766124776556037	-0.761336333304492	0.231783123293667	-1.05357963199852	1.51649065744883	-1.46543427171899	0.297183689910396	1.51625488341816	BetaCoV/Germany/CSpecVir3185/2020	BetaCoV	Germany	CSpecVir3185	2020	2020-04-01	unknown	unknown	Germany	BetaCoV/Germany/CSpecVir3185/2020
BetaCoV/Germany/ChVir1685/2020	7.65695725866184	-0.433894425967975	-0.465254398212511	-1.77668609309563	0.450285608470908	-0.0618964303205721	0.00101572835047869	-0.0540356864539284	-0.296104622568544	-0.275826218099241	BetaCoV/Germany/ChVir1685/2020	BetaCoV	Germany	ChVir1685	2020	2020-03-02	unknown	unknown	Germany	BetaCoV/Germany/ChVir1685/2020
BetaCoV/Germany/ChVir1967/2020	7.65695725866184	-0.433894425967975	-0.465254398212511	-1.77668609309563	0.450285608470908	-0.0618964303205721	0.00101572835047869	-0.0540356864539284	-0.296104622568544	-0.275826218099241	BetaCoV/Germany/ChVir1967/2020	BetaCoV	Germany	ChVir1967	2020	2020-03-07	unknown	unknown	Germany	BetaCoV/Germany/ChVir1967/2020
BetaCoV/Germany/ChVir1993/2020	7.29905887426294	0.850321696958045	0.789810752335641	-0.914665930621565	-0.106103898886844	0.23078136049814	0.0610644564824532	-1.49910340993083	0.290728756512719	0.967298922805247	BetaCoV/Germany/ChVir1993/2020	BetaCoV	Germany	ChVir1993	2020	2020-03-09	unknown	unknown	Germany	BetaCoV/Germany/ChVir1993/2020
BetaCoV/Germany/ChVir1994/2020	7.29905887426294	0.850321696958045	0.789810752335641	-0.914665930621565	-0.106103898886844	0.23078136049814	0.0610644564824532	-1.49910340993083	0.290728756512719	0.967298922805247	BetaCoV/Germany/ChVir1994/2020	BetaCoV	Germany	ChVir1994	2020	2020-03-08	unknown	unknown	Germany	BetaCoV/Germany/ChVir1994/2020
BetaCoV/Germany/ChVir2105/2020	7.64889632754499	-0.454050912619557	-1.44705005575589	-2.11584626751663	0.315840831498921	-0.428947794771904	-0.23926819416684	0.41519103633069	-0.351862646994418	-0.963653147201719	BetaCoV/Germany/ChVir2105/2020	BetaCoV	Germany	ChVir2105	2020	2020-03-13	unknown	unknown	Germany	BetaCoV/Germany/ChVir2105/2020
BetaCoV/Germany/ChVir2109/2020	7.64889632754499	-0.454050912619557	-1.44705005575589	-2.11584626751663	0.315840831498921	-0.428947794771904	-0.23926819416684	0.41519103633069	-0.351862646994418	-0.963653147201719	BetaCoV/Germany/ChVir2109/2020	BetaCoV	Germany	ChVir2109	2020	2020-03-13	unknown	unknown	Germany	BetaCoV/Germany/ChVir2109/2020
BetaCoV/Germany/ChVir2111/2020	7.64889632754499	-0.454050912619557	-1.44705005575589	-2.11584626751663	0.315840831498921	-0.428947794771904	-0.23926819416684	0.41519103633069	-0.351862646994418	-0.963653147201719	BetaCoV/Germany/ChVir2111/2020	BetaCoV	Germany	ChVir2111	2020	2020-03-13	unknown	unknown	Germany	BetaCoV/Germany/ChVir2111/2020
BetaCoV/Germany/ChVir2114/2020	6.48407368413059	-0.53922065780277	-1.08749253424923	-1.9784942593052	0.119513055704745	-0.313738841929072	0.360657626424561	0.13166189692263	0.00820233969035673	-0.741338233771361	BetaCoV/Germany/ChVir2114/2020	BetaCoV	Germany	ChVir2114	2020	2020-03-15	unknown	unknown	Germany	BetaCoV/Germany/ChVir2114/2020
BetaCoV/Germany/ChVir2117/2020	7.31705304023827	-0.174457647503983	-1.84349395089459	-2.35968433944192	1.74926490502304	-0.0451869065783232	-0.458147409808039	2.39207590685008	-2.51100694547036	0.832097162895628	BetaCoV/Germany/ChVir2117/2020	BetaCoV	Germany	ChVir2117	2020	2020-03-15	unknown	unknown	Germany	BetaCoV/Germany/ChVir2117/2020
BetaCoV/Germany/ChVir2118/2020	7.65695725866184	-0.433894425967975	-0.465254398212511	-1.77668609309563	0.450285608470908	-0.0618964303205721	0.00101572835047869	-0.0540356864539284	-0.296104622568544	-0.275826218099241	BetaCoV/Germany/ChVir2118/2020	BetaCoV	Germany	ChVir2118	2020	2020-03-15	unknown	unknown	Germany	BetaCoV/Germany/ChVir2118/2020
BetaCoV/Germany/ChVir2119/2020	7.8386338183163	-0.353435768073243	-1.40969573848263	-1.78676991702524	0.363946817395035	-0.764217688200125	-0.204896216292249	0.643218245600688	0.0175187976436783	-0.985456588791322	BetaCoV/Germany/ChVir2119/2020	BetaCoV	Germany	ChVir2119	2020	2020-03-15	unknown	unknown	Germany	BetaCoV/Germany/ChVir2119/2020
BetaCoV/Germany/ChVir2123/2020	7.54970247079284	-0.767517759844076	0.14785205704907	-1.55290233151197	-0.0193827771281725	0.488265648282905	0.489954421808279	0.267068019633464	-0.860407649700899	-1.16815654985188	BetaCoV/Germany/ChVir2123/2020	BetaCoV	Germany	ChVir2123	2020	2020-03-16	unknown	unknown	Germany	BetaCoV/Germany/ChVir2123/2020
BetaCoV/Germany/ChVir2125/2020	7.64889632754499	-0.454050912619557	-1.44705005575589	-2.11584626751663	0.315840831498921	-0.428947794771904	-0.23926819416684	0.41519103633069	-0.351862646994418	-0.963653147201719	BetaCoV/Germany/ChVir2125/2020	BetaCoV	Germany	ChVir2125	2020	2020-03-16	unknown	unknown	Germany	BetaCoV/Germany/ChVir2125/2020
BetaCoV/Germany/ChVir2127/2020	5.53065584955652	-0.183703269209499	-1.92840013090727	-3.06572294897592	1.03868617481818	-0.824598452080642	0.326886112693634	-1.67531672284288	0.170888294637266	-1.80812236796153	BetaCoV/Germany/ChVir2127/2020	BetaCoV	Germany	ChVir2127	2020	2020-03-16	unknown	unknown	Germany	BetaCoV/Germany/ChVir2127/2020
BetaCoV/Germany/ChVir3003/2020	-27.5718156596574	2.03453838349961	0.0694594176278721	-6.39083050748844	3.42253121341143	4.08250152352722	4.52477422124011	-12.4121376348663	5.06300709572384	-0.131462698917003	BetaCoV/Germany/ChVir3003/2020	BetaCoV	Germany	ChVir3003	2020	2020-03-24	unknown	unknown	Germany	BetaCoV/Germany/ChVir3003/2020
BetaCoV/Germany/ChVir3184/2020	5.3943712353933	-0.379730307450317	-1.82527107811357	-2.19085852133788	0.197525444627992	-0.555412290982803	0.37543476498047	-0.549033341464271	0.127098775135543	-0.548833266832965	BetaCoV/Germany/ChVir3184/2020	BetaCoV	Germany	ChVir3184	2020	2020-04-01	unknown	unknown	Germany	BetaCoV/Germany/ChVir3184/2020
BetaCoV/Germany/ChVir3187/2020	7.92810064292375	-0.330120571269042	-1.65922894008808	-1.92874483849647	0.57336061656335	0.393675923707234	0.623293690156113	-0.959033328285388	1.51244455091822	1.33666463898077	BetaCoV/Germany/ChVir3187/2020	BetaCoV	Germany	ChVir3187	2020	2020-04-01	unknown	unknown	Germany	BetaCoV/Germany/ChVir3187/2020
BetaCoV/Germany/ChVir3192/2020	4.53612444604446	-0.86091635869895	-1.47060332566563	-4.05445378014754	0.60394525171797	1.0651115425199	-0.660896769040831	0.0686693335203575	-0.937581120349635	-2.86835318506967	BetaCoV/Germany/ChVir3192/2020	BetaCoV	Germany	ChVir3192	2020	2020-04-01	unknown	unknown	Germany	BetaCoV/Germany/ChVir3192/2020
BetaCoV/Germany/ChVir3193/2020	-168.093102609689	9.91644232934263	-68.3806114728841	-57.4788801640768	158.476871228196	31.3695032768518	-31.8605996073081	84.8667896851034	-92.0785869649485	35.7972150442666	BetaCoV/Germany/ChVir3193/2020	BetaCoV	Germany	ChVir3193	2020	2020-04-01	unknown	unknown	Germany	BetaCoV/Germany/ChVir3193/2020
BetaCoV/Germany/ChVir3194/2020	-45.2585299402171	-3.62703828718042	-58.5827791009756	3.40296630879777	-34.2673094133338	-21.3088932612045	10.7414188449228	6.04368359737034	1.01613776901868	-1.6483957468523	BetaCoV/Germany/ChVir3194/2020	BetaCoV	Germany	ChVir3194	2020	2020-04-01	unknown	unknown	Germany	BetaCoV/Germany/ChVir3194/2020
BetaCoV/Germany/ChVir3196/2020	-16.6695615409665	0.850216956392261	-46.7136795512638	1.52805085283322	-23.3625994815021	-20.9937959168805	1.5863804867136	8.58851061351436	-1.27782339027044	-2.99821325049425	BetaCoV/Germany/ChVir3196/2020	BetaCoV	Germany	ChVir3196	2020	2020-04-01	unknown	unknown	Germany	BetaCoV/Germany/ChVir3196/2020
BetaCoV/Germany/ChVir3199/2020	5.61980142532769	1.83969089265173	-2.16159449847595	-0.157383531771805	0.127527588154043	-0.297559271604647	0.977542659292297	-1.07924245769616	3.94247168173419	1.05779269552847	BetaCoV/Germany/ChVir3199/2020	BetaCoV	Germany	ChVir3199	2020	2020-04-01	unknown	unknown	Germany	BetaCoV/Germany/ChVir3199/2020
BetaCoV/Germany/ChVir3200/2020	-10.404909449719	0.227964340854228	-5.63337430121748	-2.51992854242956	2.86805749018117	1.21939406494911	0.297474370473177	-3.26445255346338	3.39463167627833	-1.69909348379664	BetaCoV/Germany/ChVir3200/2020	BetaCoV	Germany	ChVir3200	2020	2020-04-01	unknown	unknown	Germany	BetaCoV/Germany/ChVir3200/2020
BetaCoV/Germany/ChVir3201/2020	3.04083056823375	-0.473129183600876	-5.17754584713551	0.0503544665273337	-2.75701938445949	-3.54021652146137	2.45389621689058	1.02561616936039	-1.34843581419938	-0.923777800070106	BetaCoV/Germany/ChVir3201/2020	BetaCoV	Germany	ChVir3201	2020	2020-04-01	unknown	unknown	Germany	BetaCoV/Germany/ChVir3201/2020
BetaCoV/Germany/ChVir3202/2020	-40.5260344861331	-1.75579610854352	-72.6202682611738	5.52078762930081	-41.9943888122398	-31.6378405195272	-9.20716018929643	7.93461243822879	0.274708019560346	-4.58939383597699	BetaCoV/Germany/ChVir3202/2020	BetaCoV	Germany	ChVir3202	2020	2020-04-01	unknown	unknown	Germany	BetaCoV/Germany/ChVir3202/2020
BetaCoV/Germany/ChVir3203/2020	7.52198870721015	0.20104233203685	-0.823390959537311	-2.32669682313963	0.229895574607563	-0.824609389167881	0.235782794746205	-0.0946020726391423	-1.15507621669274	-1.48951526355158	BetaCoV/Germany/ChVir3203/2020	BetaCoV	Germany	ChVir3203	2020	2020-04-01	unknown	unknown	Germany	BetaCoV/Germany/ChVir3203/2020
BetaCoV/Germany/ChVir3210/2020	7.01695568896986	-0.953272955723475	-1.0422257344734	-1.88946180137724	0.460968791808821	-0.491708752084872	-0.673877871784488	0.543558099127679	-0.622500101080982	-0.755582494311597	BetaCoV/Germany/ChVir3210/2020	BetaCoV	Germany	ChVir3210	2020	2020-04-01	unknown	unknown	Germany	BetaCoV/Germany/ChVir3210/2020
