"PC1"	"PC2"	"PC3"	"PC4"	"PC5"	"PC6"	"PC7"	"PC8"	"PC9"	"PC10"	"header"	"virus"	"country"	"ID"	"info"	"date"	"division"	"city"	"location"	"label"
"BetaCoV/Berlin/ChVir1919/2020"	-131.109535148496	3.15897209337031	-0.429244358315059	0.276163788956447	-0.573428368785191	0.230164528079849	-0.621248828007214	-0.26714332039503	0.0523908234347241	-0.185866917798274	"BetaCoV/Berlin/ChVir1919/2020"	"BetaCoV"	"Germany"	"ChVir1919"	"2020"	"2020-03-05"	"Berlin"	"Berlin"	"Berlin"	"BetaCoV/Berlin/ChVir1919/2020"
"BetaCoV/Berlin/ChVir1959/2020"	-131.113779242102	4.32411761993512	-0.626756206408462	0.416053026875892	-0.877012340621204	0.359631162930249	-0.995675456953702	-0.47763928545365	-0.011800202895069	-0.326135648032056	"BetaCoV/Berlin/ChVir1959/2020"	"BetaCoV"	"Germany"	"ChVir1959"	"2020"	"2020-03-07"	"Berlin"	"Berlin"	"Berlin"	"BetaCoV/Berlin/ChVir1959/2020"
"BetaCoV/Berlin/ChVir1960/2020"	-131.040666498961	3.16087695832399	-0.430416807237639	0.278208710992013	-0.569635579647241	0.226435363156075	-0.621522025604518	-0.268281695059538	0.0568359782378604	-0.18543377464841	"BetaCoV/Berlin/ChVir1960/2020"	"BetaCoV"	"Germany"	"ChVir1960"	"2020"	"2020-03-07"	"Berlin"	"Berlin"	"Berlin"	"BetaCoV/Berlin/ChVir1960/2020"
"BetaCoV/Berlin/ChVir1963/2020"	-126.981741843592	6.99346614216596	-1.33910641813668	1.03643102551532	-2.89833830519634	1.44592846232836	-3.53396988426769	-4.84504717290173	-139.946923524567	21.2411668941607	"BetaCoV/Berlin/ChVir1963/2020"	"BetaCoV"	"Germany"	"ChVir1963"	"2020"	"2020-03-07"	"Berlin"	"Berlin"	"Berlin"	"BetaCoV/Berlin/ChVir1963/2020"
"BetaCoV/Berlin/ChVir1964/2020"	-127.247690032069	1.48264344370125	-0.130144910057162	0.28346235950749	0.113889967098642	0.039986863464016	0.149661351249686	-0.179131970123348	-0.0130964290274012	0.0457731332891511	"BetaCoV/Berlin/ChVir1964/2020"	"BetaCoV"	"Germany"	"ChVir1964"	"2020"	"2020-03-07"	"Berlin"	"Berlin"	"Berlin"	"BetaCoV/Berlin/ChVir1964/2020"
"BetaCoV/Berlin/ChVir1968/2020"	-131.109535148496	3.15897209337031	-0.429244358315059	0.276163788956447	-0.573428368785191	0.230164528079849	-0.621248828007214	-0.26714332039503	0.0523908234347241	-0.185866917798274	"BetaCoV/Berlin/ChVir1968/2020"	"BetaCoV"	"Germany"	"ChVir1968"	"2020"	"2020-03-08"	"Berlin"	"Berlin"	"Berlin"	"BetaCoV/Berlin/ChVir1968/2020"
"BetaCoV/Berlin/ChVir1970/2020"	-120.43533962045	0.0264738981048665	0.217211361449791	0.537290199768809	0.769764488317443	-0.241857264074895	1.10361384937956	-1.76587633622355	1.34147484997235	0.461720512623388	"BetaCoV/Berlin/ChVir1970/2020"	"BetaCoV"	"Germany"	"ChVir1970"	"2020"	"2020-03-08"	"Berlin"	"Berlin"	"Berlin"	"BetaCoV/Berlin/ChVir1970/2020"
"BetaCoV/Berlin/ChVir2192-200401/2020"	-131.140642362527	-8.18629531567018	1.49320502050473	0.295578998673149	4.54133802503391	-0.151198315853351	6.44152674028614	0.795878718761843	-0.626710621890059	-1.5722290758327	"BetaCoV/Berlin/ChVir2192-200401/2020"	"BetaCoV"	"Germany"	"ChVir2192-200401"	"2020"	"2020-03-05"	"Berlin"	"Berlin"	"Berlin"	"BetaCoV/Berlin/ChVir2192-200401/2020"
"BetaCoV/Berlin/ChVir2192-MD572006634/2020"	-131.140642362527	-8.18629531567018	1.49320502050473	0.295578998673149	4.54133802503391	-0.151198315853351	6.44152674028614	0.795878718761843	-0.626710621890059	-1.5722290758327	"BetaCoV/Berlin/ChVir2192-MD572006634/2020"	"BetaCoV"	"Germany"	"ChVir2192-MD572006634"	"2020"	"2020-03-05"	"Berlin"	"Berlin"	"Berlin"	"BetaCoV/Berlin/ChVir2192-MD572006634/2020"
"BetaCoV/Berlin/ChVir2192/2020"	-130.696050696134	-7.32589534988428	1.73178995131707	0.305463744599531	4.28837014808222	-0.190095411219075	5.79939643863999	0.507818814035418	-0.405724173489428	-0.962236606296394	"BetaCoV/Berlin/ChVir2192/2020"	"BetaCoV"	"Germany"	"ChVir2192"	"2020"	"2020-03-05"	"Berlin"	"Berlin"	"Berlin"	"BetaCoV/Berlin/ChVir2192/2020"
"BetaCoV/Berlin/MD572006377/2020"	-131.109535148496	3.15897209337031	-0.429244358315059	0.276163788956447	-0.573428368785191	0.230164528079849	-0.621248828007214	-0.26714332039503	0.0523908234347241	-0.185866917798274	"BetaCoV/Berlin/MD572006377/2020"	"BetaCoV"	"Germany"	"MD572006377"	"2020"	"2020-03-05"	"Berlin"	"Berlin"	"Berlin"	"BetaCoV/Berlin/MD572006377/2020"
"BetaCoV/Berlin/MD572006599/2020"	-130.934959845736	3.6518315072596	-0.515473472990294	0.336657574339354	-0.695270012032327	0.283408407724881	-0.772949545515443	-0.355099577427271	-0.00535464323782333	-0.236525041632147	"BetaCoV/Berlin/MD572006599/2020"	"BetaCoV"	"Germany"	"MD572006599"	"2020"	"2020-03-06"	"Berlin"	"Berlin"	"Berlin"	"BetaCoV/Berlin/MD572006599/2020"
"BetaCoV/Berlin/MD572006634/2020"	-130.728823096643	-8.19075708493679	1.48699661042834	0.30035412821538	4.5554850981791	-0.149904743137873	6.45704752955371	0.800588585296705	-0.617999199045174	-1.58101267523302	"BetaCoV/Berlin/MD572006634/2020"	"BetaCoV"	"Germany"	"MD572006634"	"2020"	"2020-03-06"	"Berlin"	"Berlin"	"Berlin"	"BetaCoV/Berlin/MD572006634/2020"
"BetaCoV/Berlin/MD572006901/2020"	-131.109535148496	3.15897209337031	-0.429244358315059	0.276163788956447	-0.573428368785191	0.230164528079849	-0.621248828007214	-0.26714332039503	0.0523908234347241	-0.185866917798274	"BetaCoV/Berlin/MD572006901/2020"	"BetaCoV"	"Germany"	"MD572006901"	"2020"	"2020-03-06"	"Berlin"	"Berlin"	"Berlin"	"BetaCoV/Berlin/MD572006901/2020"
"BetaCoV/Berlin/MD572006901a/2020"	-131.109535148496	3.15897209337031	-0.429244358315059	0.276163788956447	-0.573428368785191	0.230164528079849	-0.621248828007214	-0.26714332039503	0.0523908234347241	-0.185866917798274	"BetaCoV/Berlin/MD572006901a/2020"	"BetaCoV"	"Germany"	"MD572006901a"	"2020"	"2020-03-06"	"Berlin"	"Berlin"	"Berlin"	"BetaCoV/Berlin/MD572006901a/2020"
"BetaCoV/Berlin/MD572007047/2020"	-131.109535148496	3.15897209337031	-0.429244358315059	0.276163788956447	-0.573428368785191	0.230164528079849	-0.621248828007214	-0.26714332039503	0.0523908234347241	-0.185866917798274	"BetaCoV/Berlin/MD572007047/2020"	"BetaCoV"	"Germany"	"MD572007047"	"2020"	"2020-03-06"	"Berlin"	"Berlin"	"Berlin"	"BetaCoV/Berlin/MD572007047/2020"
"BetaCoV/Berlin/MD572007047a/2020"	-131.109535148496	3.15897209337031	-0.429244358315059	0.276163788956447	-0.573428368785191	0.230164528079849	-0.621248828007214	-0.26714332039503	0.0523908234347241	-0.185866917798274	"BetaCoV/Berlin/MD572007047a/2020"	"BetaCoV"	"Germany"	"MD572007047a"	"2020"	"2020-03-06"	"Berlin"	"Berlin"	"Berlin"	"BetaCoV/Berlin/MD572007047a/2020"
"BetaCoV/Berlin/MD572007093/2020"	-129.993933433792	3.19253192205658	-0.452251940460214	0.292601445672686	-0.555509235557634	0.229512532979806	-0.610237347220481	-0.287456532533451	0.091071438070443	-0.181164104694665	"BetaCoV/Berlin/MD572007093/2020"	"BetaCoV"	"Germany"	"MD572007093"	"2020"	"2020-03-07"	"Berlin"	"Berlin"	"Berlin"	"BetaCoV/Berlin/MD572007093/2020"
"BetaCoV/Berlin/MD572007095/2020"	-130.922114745589	3.16190396520634	-0.432086660650543	0.278264626359268	-0.569781938221872	0.231042504114699	-0.617626289293747	-0.266725272042565	0.0564640689756835	-0.188844670832554	"BetaCoV/Berlin/MD572007095/2020"	"BetaCoV"	"Germany"	"MD572007095"	"2020"	"2020-03-07"	"Berlin"	"Berlin"	"Berlin"	"BetaCoV/Berlin/MD572007095/2020"
"BetaCoV/Berlin/MD572007095a/2020"	-131.109535148496	3.15897209337031	-0.429244358315059	0.276163788956447	-0.573428368785191	0.230164528079849	-0.621248828007214	-0.26714332039503	0.0523908234347241	-0.185866917798274	"BetaCoV/Berlin/MD572007095a/2020"	"BetaCoV"	"Germany"	"MD572007095a"	"2020"	"2020-03-07"	"Berlin"	"Berlin"	"Berlin"	"BetaCoV/Berlin/MD572007095a/2020"
"BetaCoV/Berlin/MD572007101/2020"	-131.109535148496	3.15897209337031	-0.429244358315059	0.276163788956447	-0.573428368785191	0.230164528079849	-0.621248828007214	-0.26714332039503	0.0523908234347241	-0.185866917798274	"BetaCoV/Berlin/MD572007101/2020"	"BetaCoV"	"Germany"	"MD572007101"	"2020"	"2020-03-07"	"Berlin"	"Berlin"	"Berlin"	"BetaCoV/Berlin/MD572007101/2020"
"BetaCoV/Berlin/MD572007101a/2020"	-131.109535148496	3.15897209337031	-0.429244358315059	0.276163788956447	-0.573428368785191	0.230164528079849	-0.621248828007214	-0.26714332039503	0.0523908234347241	-0.185866917798274	"BetaCoV/Berlin/MD572007101a/2020"	"BetaCoV"	"Germany"	"MD572007101a"	"2020"	"2020-03-07"	"Berlin"	"Berlin"	"Berlin"	"BetaCoV/Berlin/MD572007101a/2020"
"BetaCoV/Berlin/MD572007356/2020"	-131.109535148496	3.15897209337031	-0.429244358315059	0.276163788956447	-0.573428368785191	0.230164528079849	-0.621248828007214	-0.26714332039503	0.0523908234347241	-0.185866917798274	"BetaCoV/Berlin/MD572007356/2020"	"BetaCoV"	"Germany"	"MD572007356"	"2020"	"2020-03-07"	"Berlin"	"Berlin"	"Berlin"	"BetaCoV/Berlin/MD572007356/2020"
"BetaCoV/Berlin/MD572007356a/2020"	-131.109535148496	3.15897209337031	-0.429244358315059	0.276163788956447	-0.573428368785191	0.230164528079849	-0.621248828007214	-0.26714332039503	0.0523908234347241	-0.185866917798274	"BetaCoV/Berlin/MD572007356a/2020"	"BetaCoV"	"Germany"	"MD572007356a"	"2020"	"2020-03-07"	"Berlin"	"Berlin"	"Berlin"	"BetaCoV/Berlin/MD572007356a/2020"
"BetaCoV/Berlin/MD572013107/2020"	-125.461512255292	-10.0852481479755	3.16714447617627	0.616271710527171	7.67187103114107	-0.528357790531356	10.923911128055	0.982485546824067	-0.279698244445125	-1.7957521022457	"BetaCoV/Berlin/MD572013107/2020"	"BetaCoV"	"Germany"	"MD572013107"	"2020"	"2020-03-15"	"Berlin"	"Berlin"	"Berlin"	"BetaCoV/Berlin/MD572013107/2020"
"BetaCoV/Berlin/MD572014109/2020"	-130.954709717151	3.27987307987447	-0.437153975282191	0.267033004577854	-0.531659962755301	0.213675469844358	-0.54596232390312	-0.372000273944045	0.10509840091111	-0.108238607071339	"BetaCoV/Berlin/MD572014109/2020"	"BetaCoV"	"Germany"	"MD572014109"	"2020"	"2020-03-16"	"Berlin"	"Berlin"	"Berlin"	"BetaCoV/Berlin/MD572014109/2020"
"BetaCoV/Bremerhaven/ChVir2027/2020"	-131.140255499673	5.67191105171098	-0.914683197651531	0.671342549945966	-1.28867662551914	0.558835250535728	-1.60609356473885	-1.20942181725877	0.492470474477317	-1.03769346361244	"BetaCoV/Bremerhaven/ChVir2027/2020"	"BetaCoV"	"Germany"	"ChVir2027"	"2020"	"2020-03-11"	"Bremen"	"Bremerhaven"	"Bremen"	"BetaCoV/Bremerhaven/ChVir2027/2020"
"BetaCoV/Bremerhaven/ChVir2097/2020"	-124.878962383149	3.33262210227369	-0.549760570387845	0.587302820808081	-0.462890562084329	0.231106354178373	-0.590612251531565	-0.947636991590568	0.61488974436658	-0.378214533250464	"BetaCoV/Bremerhaven/ChVir2097/2020"	"BetaCoV"	"Germany"	"ChVir2097"	"2020"	"2020-03-11"	"Bremen"	"Bremerhaven"	"Bremen"	"BetaCoV/Bremerhaven/ChVir2097/2020"
"BetaCoV/Bremerhaven/ChVir2101/2020"	-130.698659730872	3.41117345188592	-0.478056142710816	0.315889801393434	-0.640537812556742	0.264399980570319	-0.711617867784469	-0.0240232637442791	0.0882124205227008	-0.17217110451117	"BetaCoV/Bremerhaven/ChVir2101/2020"	"BetaCoV"	"Germany"	"ChVir2101"	"2020"	"2020-03-11"	"Bremen"	"Bremerhaven"	"Bremen"	"BetaCoV/Bremerhaven/ChVir2101/2020"
"BetaCoV/Duesseldorf/ChVir1601/2020"	-131.155546979756	-6.66694291280242	1.69643528290663	0.330402750799193	3.49629675393839	-1.59198621336333	5.47236889604358	-2.72494280574991	1.93967010142331	5.57249419589053	"BetaCoV/Duesseldorf/ChVir1601/2020"	"BetaCoV"	"Germany"	"ChVir1601"	"2020"	"2020-02-26"	"Nordrhein-Westfalen"	"Duesseldorf"	"Nordrhein-Westfalen"	"BetaCoV/Duesseldorf/ChVir1601/2020"
"BetaCoV/Ettlingen/ChVir1969/2020"	-131.109535148496	3.15897209337031	-0.429244358315059	0.276163788956447	-0.573428368785191	0.230164528079849	-0.621248828007214	-0.26714332039503	0.0523908234347241	-0.185866917798274	"BetaCoV/Ettlingen/ChVir1969/2020"	"BetaCoV"	"Germany"	"ChVir1969"	"2020"	"2020-03-08"	"Baden-Wuerttemberg"	"Ettlingen"	"Baden-Wuerttemberg"	"BetaCoV/Ettlingen/ChVir1969/2020"
"BetaCoV/Flensburg/ChVir3052/2020"	-131.112281805124	5.23696309008253	-0.799196757666721	0.568636423575097	-1.21826998437251	0.505884571358777	-1.46156842589002	1.62368625303389	0.260864298771501	-0.152108240644475	"BetaCoV/Flensburg/ChVir3052/2020"	"BetaCoV"	"Germany"	"ChVir3052"	"2020"	"2020-03-20"	"Schleswig-Holstein"	"Flensburg"	"Schleswig-Holstein"	"BetaCoV/Flensburg/ChVir3052/2020"
"BetaCoV/Germany/2012320/2020"	-131.093874899006	6.07806991585538	-0.973920374480078	0.676456516383796	-1.5942463443072	0.654624831948527	-1.92334320022068	-1.24442993722993	0.333389840413193	-1.21653451636075	"BetaCoV/Germany/2012320/2020"	"BetaCoV"	"Germany"	"2012320"	"2020"	"2020-03-14"	"unknown"	"unknown"	"Germany"	"BetaCoV/Germany/2012320/2020"
"BetaCoV/Germany/CSpecVir3185/2020"	-131.07700409745	-11.1695888642484	4.35818739505239	0.110509869779674	5.52505509001354	0.0844077367021717	9.58460553152504	2.40265431613074	-2.04799371390526	-4.79964757179554	"BetaCoV/Germany/CSpecVir3185/2020"	"BetaCoV"	"Germany"	"CSpecVir3185"	"2020"	"2020-04-01"	"unknown"	"unknown"	"Germany"	"BetaCoV/Germany/CSpecVir3185/2020"
"BetaCoV/Germany/ChVir1685/2020"	-131.109535148496	3.15897209337031	-0.429244358315059	0.276163788956447	-0.573428368785191	0.230164528079849	-0.621248828007214	-0.26714332039503	0.0523908234347241	-0.185866917798274	"BetaCoV/Germany/ChVir1685/2020"	"BetaCoV"	"Germany"	"ChVir1685"	"2020"	"2020-03-02"	"unknown"	"unknown"	"Germany"	"BetaCoV/Germany/ChVir1685/2020"
"BetaCoV/Germany/ChVir1967/2020"	-131.109535148496	3.15897209337031	-0.429244358315059	0.276163788956447	-0.573428368785191	0.230164528079849	-0.621248828007214	-0.26714332039503	0.0523908234347241	-0.185866917798274	"BetaCoV/Germany/ChVir1967/2020"	"BetaCoV"	"Germany"	"ChVir1967"	"2020"	"2020-03-07"	"unknown"	"unknown"	"Germany"	"BetaCoV/Germany/ChVir1967/2020"
"BetaCoV/Germany/ChVir1993/2020"	-131.142624550645	-5.17435138663867	1.21809378182187	0.225387196645693	2.4402215638802	-1.08190190582643	3.60036567702821	-1.52974857619587	1.06162047751559	3.0400720554469	"BetaCoV/Germany/ChVir1993/2020"	"BetaCoV"	"Germany"	"ChVir1993"	"2020"	"2020-03-09"	"unknown"	"unknown"	"Germany"	"BetaCoV/Germany/ChVir1993/2020"
"BetaCoV/Germany/ChVir1994/2020"	-131.142624550645	-5.17435138663867	1.21809378182187	0.225387196645693	2.4402215638802	-1.08190190582643	3.60036567702821	-1.52974857619587	1.06162047751559	3.0400720554469	"BetaCoV/Germany/ChVir1994/2020"	"BetaCoV"	"Germany"	"ChVir1994"	"2020"	"2020-03-08"	"unknown"	"unknown"	"Germany"	"BetaCoV/Germany/ChVir1994/2020"
"BetaCoV/Germany/ChVir2105/2020"	-131.108319248789	4.6903575476317	-0.700851592824073	0.494126684549464	-1.05385823701162	0.434966831648728	-1.24620177770843	1.34025569841707	0.213800456071576	-0.124414738867842	"BetaCoV/Germany/ChVir2105/2020"	"BetaCoV"	"Germany"	"ChVir2105"	"2020"	"2020-03-13"	"unknown"	"unknown"	"Germany"	"BetaCoV/Germany/ChVir2105/2020"
"BetaCoV/Germany/ChVir2109/2020"	-131.108319248789	4.6903575476317	-0.700851592824073	0.494126684549464	-1.05385823701162	0.434966831648728	-1.24620177770843	1.34025569841707	0.213800456071576	-0.124414738867842	"BetaCoV/Germany/ChVir2109/2020"	"BetaCoV"	"Germany"	"ChVir2109"	"2020"	"2020-03-13"	"unknown"	"unknown"	"Germany"	"BetaCoV/Germany/ChVir2109/2020"
"BetaCoV/Germany/ChVir2111/2020"	-131.108319248789	4.6903575476317	-0.700851592824073	0.494126684549464	-1.05385823701162	0.434966831648728	-1.24620177770843	1.34025569841707	0.213800456071576	-0.124414738867842	"BetaCoV/Germany/ChVir2111/2020"	"BetaCoV"	"Germany"	"ChVir2111"	"2020"	"2020-03-13"	"unknown"	"unknown"	"Germany"	"BetaCoV/Germany/ChVir2111/2020"
"BetaCoV/Germany/ChVir2114/2020"	-130.830310475767	3.47716266435061	-0.481218939203227	0.269543153703642	-0.691192328714213	0.279119062277806	-0.767619764329554	-0.374213653657797	0.0942861857742626	-0.284487936986025	"BetaCoV/Germany/ChVir2114/2020"	"BetaCoV"	"Germany"	"ChVir2114"	"2020"	"2020-03-15"	"unknown"	"unknown"	"Germany"	"BetaCoV/Germany/ChVir2114/2020"
"BetaCoV/Germany/ChVir2117/2020"	-131.116269724535	5.56212677509267	-0.859637212916123	0.61524053103624	-1.32174540945586	0.551122076902615	-1.60011586637584	1.8161476687824	0.293999591130183	-0.172401390618003	"BetaCoV/Germany/ChVir2117/2020"	"BetaCoV"	"Germany"	"ChVir2117"	"2020"	"2020-03-15"	"unknown"	"unknown"	"Germany"	"BetaCoV/Germany/ChVir2117/2020"
"BetaCoV/Germany/ChVir2118/2020"	-131.109535148496	3.15897209337031	-0.429244358315059	0.276163788956447	-0.573428368785191	0.230164528079849	-0.621248828007214	-0.26714332039503	0.0523908234347241	-0.185866917798274	"BetaCoV/Germany/ChVir2118/2020"	"BetaCoV"	"Germany"	"ChVir2118"	"2020"	"2020-03-15"	"unknown"	"unknown"	"Germany"	"BetaCoV/Germany/ChVir2118/2020"
"BetaCoV/Germany/ChVir2119/2020"	-131.108447626747	5.21845446692951	-0.791552459990235	0.571020877529761	-1.20460839765236	0.506575097332633	-1.43243524411364	1.6401675133081	0.250609897732072	-0.179341495634857	"BetaCoV/Germany/ChVir2119/2020"	"BetaCoV"	"Germany"	"ChVir2119"	"2020"	"2020-03-15"	"unknown"	"unknown"	"Germany"	"BetaCoV/Germany/ChVir2119/2020"
"BetaCoV/Germany/ChVir2123/2020"	-131.109851011126	3.74706380791287	-0.527135935523286	0.344261270016575	-0.719138979844166	0.29195462314336	-0.797801886277121	-0.360649181128676	0.0733658542114526	-0.256400699470277	"BetaCoV/Germany/ChVir2123/2020"	"BetaCoV"	"Germany"	"ChVir2123"	"2020"	"2020-03-16"	"unknown"	"unknown"	"Germany"	"BetaCoV/Germany/ChVir2123/2020"
"BetaCoV/Germany/ChVir2125/2020"	-131.108319248789	4.6903575476317	-0.700851592824073	0.494126684549464	-1.05385823701162	0.434966831648728	-1.24620177770843	1.34025569841707	0.213800456071576	-0.124414738867842	"BetaCoV/Germany/ChVir2125/2020"	"BetaCoV"	"Germany"	"ChVir2125"	"2020"	"2020-03-16"	"unknown"	"unknown"	"Germany"	"BetaCoV/Germany/ChVir2125/2020"
"BetaCoV/Germany/ChVir2127/2020"	-130.901945324005	4.69591999068096	-0.705879067769085	0.496521040372158	-1.05072956217958	0.435743342100144	-1.24477709519479	1.3423144377257	0.218857708382901	-0.126259652339247	"BetaCoV/Germany/ChVir2127/2020"	"BetaCoV"	"Germany"	"ChVir2127"	"2020"	"2020-03-16"	"unknown"	"unknown"	"Germany"	"BetaCoV/Germany/ChVir2127/2020"
"BetaCoV/Germany/ChVir3003/2020"	-127.961932522934	5.76626483776815	-0.965780912578068	0.681225911899409	-1.21403942686767	0.539316404778428	-1.50391048488956	-0.969631153936812	0.449387855913069	-0.631101850908675	"BetaCoV/Germany/ChVir3003/2020"	"BetaCoV"	"Germany"	"ChVir3003"	"2020"	"2020-03-24"	"unknown"	"unknown"	"Germany"	"BetaCoV/Germany/ChVir3003/2020"
"BetaCoV/Germany/ChVir3184/2020"	-130.929957635791	5.18131123252182	-0.788351554541721	0.546967000419718	-1.15984025140208	0.473062713064016	-1.33737677044406	-0.752362299582077	0.218735240033651	-0.475622565307463	"BetaCoV/Germany/ChVir3184/2020"	"BetaCoV"	"Germany"	"ChVir3184"	"2020"	"2020-04-01"	"unknown"	"unknown"	"Germany"	"BetaCoV/Germany/ChVir3184/2020"
"BetaCoV/Germany/ChVir3187/2020"	-131.128943704469	5.33719675352168	-0.827491119977024	0.56269916359001	-1.19141379049439	0.51106015224768	-1.43143993326586	-0.833271847932674	0.211237499173675	-0.709230556371938	"BetaCoV/Germany/ChVir3187/2020"	"BetaCoV"	"Germany"	"ChVir3187"	"2020"	"2020-04-01"	"unknown"	"unknown"	"Germany"	"BetaCoV/Germany/ChVir3187/2020"
"BetaCoV/Germany/ChVir3192/2020"	-130.90456218386	6.33951144728001	-1.00697885964062	0.738301587334338	-1.58593620167406	0.669938741260966	-1.96262981849368	2.38510123455352	0.402081809883085	-0.23128653387522	"BetaCoV/Germany/ChVir3192/2020"	"BetaCoV"	"Germany"	"ChVir3192"	"2020"	"2020-04-01"	"unknown"	"unknown"	"Germany"	"BetaCoV/Germany/ChVir3192/2020"
"BetaCoV/Germany/ChVir3193/2020"	-118.814136278978	7.637936793128	-1.79520513533625	1.12110708857454	-2.28461150435099	1.19622676355927	-3.13693500380638	3.4651927831587	2.32615392573341	-1.85779109012521	"BetaCoV/Germany/ChVir3193/2020"	"BetaCoV"	"Germany"	"ChVir3193"	"2020"	"2020-04-01"	"unknown"	"unknown"	"Germany"	"BetaCoV/Germany/ChVir3193/2020"
"BetaCoV/Germany/ChVir3194/2020"	-127.168374650763	4.33462873476039	-0.505379449241041	0.441775458981985	-1.22895680673048	0.484427234582185	-1.33350163513969	-0.507966635549478	0.229613589147197	-0.679421986127848	"BetaCoV/Germany/ChVir3194/2020"	"BetaCoV"	"Germany"	"ChVir3194"	"2020"	"2020-04-01"	"unknown"	"unknown"	"Germany"	"BetaCoV/Germany/ChVir3194/2020"
